Index,Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index
7484,4,87,No,5,0,69
7485,4,51,No,5,3,32
7486,1,48,No,4,0,21
7487,2,49,Yes,4,4,30
7488,9,87,Yes,6,5,85
7489,8,49,Yes,5,6,45
7490,8,48,Yes,7,7,43
7491,9,65,Yes,5,7,63
7492,7,74,No,7,1,64
7493,9,66,Yes,5,3,62
7494,2,99,Yes,7,6,76
7495,6,70,No,6,8,62
7496,3,58,No,5,8,40
7497,6,82,No,8,2,71
7498,3,77,No,8,6,56
7499,8,45,No,7,3,38
7500,4,54,Yes,6,8,39
7501,6,68,Yes,7,6,62
7502,9,86,Yes,6,5,84
7503,2,84,Yes,4,8,64
7504,2,93,Yes,5,6,71
7505,7,44,No,6,7,38
7506,2,53,Yes,7,4,26
7507,2,92,Yes,4,3,67
7508,4,41,No,7,0,23
7509,9,62,No,8,7,57
7510,8,83,Yes,8,5,80
7511,2,91,Yes,5,3,68
7512,8,85,No,9,2,77
7513,4,58,Yes,5,4,37
7514,2,63,No,4,3,39
7515,7,59,Yes,8,6,49
7516,6,86,No,6,5,74
7517,5,66,No,8,2,53
7518,1,91,No,9,9,67
7519,2,63,Yes,5,0,38
7520,8,56,No,7,6,47
7521,1,64,No,4,4,40
7522,3,85,Yes,9,0,68
7523,2,94,Yes,8,0,70
7524,5,70,Yes,6,5,54
7525,4,67,No,9,3,49
7526,7,89,No,6,7,79
7527,5,98,No,6,1,82
7528,8,67,Yes,4,3,62
7529,4,61,Yes,6,7,46
7530,6,95,No,6,7,86
7531,4,98,Yes,8,4,80
7532,2,44,Yes,4,2,17
7533,1,93,No,7,3,69
7534,1,83,No,7,2,58
7535,8,81,Yes,6,1,74
7536,4,47,No,9,3,32
7537,5,77,Yes,5,8,64
7538,8,67,Yes,4,5,57
7539,7,96,No,5,3,82
7540,8,86,No,4,0,78
7541,8,51,Yes,4,6,40
7542,6,96,Yes,8,1,88
7543,2,64,No,6,5,42
7544,6,77,Yes,8,9,67
7545,1,83,Yes,9,0,56
7546,1,54,Yes,5,6,26
7547,3,83,Yes,5,3,56
7548,3,80,Yes,7,2,63
7549,5,90,No,9,9,78
7550,1,92,Yes,9,6,68
7551,6,73,Yes,8,2,66
7552,7,99,No,8,7,90
7553,3,84,No,9,3,65
7554,4,52,No,8,2,33
7555,3,47,Yes,7,6,32
7556,1,98,Yes,8,6,74
7557,8,52,No,8,8,48
7558,2,75,No,9,9,57
7559,1,45,No,9,6,22
7560,8,77,No,8,5,69
7561,7,71,No,8,2,62
7562,7,60,Yes,9,3,52
7563,4,83,No,5,7,66
7564,9,83,Yes,6,5,81
7565,6,88,Yes,5,8,75
7566,2,98,No,8,7,80
7567,1,46,No,4,7,20
7568,1,65,No,4,9,40
7569,9,54,No,7,9,55
7570,4,95,No,5,6,78
7571,5,88,Yes,9,9,76
7572,3,81,No,7,0,60
7573,4,62,No,7,4,44
7574,8,91,Yes,4,6,85
7575,4,77,No,5,9,56
7576,9,80,No,6,8,76
7577,9,54,No,9,3,49
7578,6,87,Yes,5,7,72
7579,2,92,No,7,0,69
7580,7,79,No,8,3,72
7581,9,55,No,7,3,50
7582,6,71,No,5,1,57
7583,3,76,Yes,4,2,56
7584,7,57,No,5,2,46
7585,5,59,Yes,6,8,45
7586,1,85,No,9,6,60
7587,3,41,No,9,1,22
7588,5,94,No,8,8,81
7589,7,62,Yes,8,7,54
7590,3,69,No,7,5,48
7591,6,42,No,5,5,28
7592,5,85,Yes,9,1,73
7593,1,78,No,4,2,52
7594,6,86,No,6,5,74
7595,8,88,No,7,2,84
7596,1,40,No,5,6,13
7597,2,80,Yes,4,4,57
7598,4,61,Yes,5,3,42
7599,2,68,Yes,4,7,47
7600,9,53,No,5,1,48
7601,8,87,No,5,2,81
7602,8,67,No,9,9,63
7603,4,60,No,7,3,43
7604,5,84,Yes,5,9,71
7605,4,71,No,5,5,49
7606,9,45,Yes,7,4,43
7607,2,93,No,7,4,69
7608,8,40,No,8,6,34
7609,2,60,Yes,8,7,37
7610,1,96,No,9,5,74
7611,3,43,Yes,7,2,21
7612,9,42,Yes,6,3,38
7613,3,88,No,9,0,67
7614,9,69,Yes,4,4,64
7615,7,70,Yes,7,9,61
7616,1,73,No,8,7,46
7617,5,58,Yes,5,2,41
7618,9,59,Yes,7,9,58
7619,3,62,No,7,3,40
7620,9,93,Yes,8,3,92
7621,5,98,No,8,5,86
7622,9,79,Yes,6,8,77
7623,6,64,No,9,9,52
7624,9,54,No,8,2,47
7625,7,77,No,8,3,70
7626,7,62,No,8,5,57
7627,8,91,No,9,5,90
7628,7,41,Yes,5,6,32
7629,9,96,No,7,0,93
7630,9,96,No,7,8,94
7631,6,54,Yes,8,1,42
7632,7,91,No,9,3,82
7633,2,83,Yes,6,2,58
7634,9,74,Yes,8,2,68
7635,1,49,No,9,4,25
7636,1,53,Yes,9,6,30
7637,3,66,Yes,6,6,46
7638,6,93,Yes,9,6,86
7639,5,53,No,7,2,42
7640,2,74,Yes,6,8,49
7641,9,72,No,6,5,70
7642,4,91,No,4,9,74
7643,4,40,Yes,6,7,26
7644,5,73,No,6,0,56
7645,8,58,Yes,5,3,54
7646,4,63,Yes,7,6,48
7647,5,81,No,8,8,70
7648,4,43,No,4,2,22
7649,6,75,No,6,5,62
7650,3,52,Yes,5,7,33
7651,8,97,Yes,5,2,93
7652,6,71,Yes,9,5,62
7653,5,48,No,8,8,31
7654,2,78,Yes,8,8,60
7655,7,55,Yes,7,5,50
7656,2,89,Yes,9,4,67
7657,1,42,Yes,6,0,17
7658,7,91,No,5,2,82
7659,5,59,Yes,4,2,41
7660,1,49,No,7,3,24
7661,4,95,Yes,6,4,78
7662,4,97,Yes,9,7,80
7663,7,97,Yes,8,8,93
7664,9,61,No,9,6,64
7665,2,87,No,6,9,60
7666,1,42,No,9,5,18
7667,2,50,Yes,8,2,28
7668,7,64,Yes,6,8,54
7669,6,81,No,4,9,71
7670,4,87,Yes,7,0,68
7671,1,47,Yes,9,8,23
7672,1,48,No,8,2,20
7673,5,54,Yes,4,8,37
7674,1,71,Yes,5,9,47
7675,7,92,Yes,4,0,81
7676,1,42,No,4,7,18
7677,1,43,Yes,4,5,16
7678,2,69,No,8,8,49
7679,3,52,Yes,5,3,33
7680,1,83,No,7,4,60
7681,9,60,No,4,5,55
7682,8,80,No,8,8,75
7683,5,96,No,8,5,81
7684,2,85,Yes,7,8,64
7685,5,58,No,6,1,41
7686,6,78,Yes,5,3,68
7687,1,87,Yes,5,2,59
7688,4,61,No,9,3,44
7689,9,59,Yes,4,0,55
7690,2,76,Yes,6,1,54
7691,5,70,Yes,5,3,53
7692,1,49,Yes,9,9,24
7693,4,57,No,4,3,37
7694,4,82,Yes,6,4,65
7695,6,78,Yes,8,8,69
7696,9,85,Yes,4,0,82
7697,3,59,Yes,6,7,39
7698,9,57,Yes,7,2,54
7699,6,50,No,5,8,36
7700,7,61,Yes,4,7,55
7701,2,98,No,9,7,78
7702,6,83,Yes,8,8,73
7703,6,57,No,9,3,49
7704,2,97,Yes,4,4,74
7705,2,73,Yes,5,6,51
7706,2,62,No,5,1,37
7707,1,40,No,6,6,16
7708,5,94,No,9,2,84
7709,8,49,Yes,9,5,47
7710,2,92,No,8,5,70
7711,5,40,No,6,5,28
7712,8,77,No,8,9,72
7713,5,78,Yes,4,1,60
7714,2,88,Yes,4,8,67
7715,3,48,Yes,9,7,33
7716,6,70,No,6,6,58
7717,5,46,Yes,7,8,36
7718,4,56,Yes,5,3,35
7719,4,74,Yes,6,1,56
7720,5,87,Yes,6,3,71
7721,2,76,No,4,9,51
7722,9,91,Yes,5,2,88
7723,2,57,No,6,1,36
7724,2,72,No,4,1,50
7725,9,43,No,4,7,42
7726,3,62,No,9,4,44
7727,7,50,No,9,5,42
7728,4,91,No,6,7,75
7729,6,48,Yes,6,6,34
7730,4,69,No,4,6,54
7731,7,47,Yes,9,6,36
7732,1,79,No,6,6,53
7733,3,44,Yes,5,7,24
7734,3,51,No,4,0,30
7735,1,40,Yes,4,2,13
7736,6,54,Yes,6,0,43
7737,9,64,No,6,7,56
7738,8,57,No,6,1,50
7739,7,77,No,5,6,67
7740,8,81,No,4,5,74
7741,6,85,Yes,7,0,73
7742,9,92,Yes,5,5,90
7743,3,65,No,5,8,42
7744,9,79,No,9,2,77
7745,4,98,Yes,4,6,84
7746,7,42,No,7,3,37
7747,9,93,Yes,4,0,91
7748,2,61,No,5,6,34
7749,2,65,No,6,0,40
7750,9,58,Yes,4,3,53
7751,3,83,Yes,4,8,63
7752,9,83,No,6,4,82
7753,5,86,Yes,7,6,73
7754,6,99,No,7,6,86
7755,2,78,,4,2,56
7756,8,98,No,6,7,94
7757,9,75,No,9,0,74
7758,2,60,No,4,3,37
7759,6,80,Yes,6,9,69
7760,6,93,Yes,5,3,79
7761,8,87,Yes,9,1,83
7762,5,65,Yes,6,5,50
7763,9,52,No,4,0,47
7764,1,75,Yes,8,2,53
7765,9,63,Yes,7,8,62
7766,7,80,Yes,4,9,75
7767,4,65,No,6,5,48
7768,3,60,Yes,9,1,40
7769,6,57,Yes,9,8,45
7770,1,54,No,6,1,27
7771,3,54,No,7,6,32
7772,2,45,No,4,0,20
7773,9,82,No,9,4,80
7774,3,70,No,9,6,51
7775,2,67,No,8,2,44
7776,4,47,No,5,3,29
7777,2,68,Yes,8,4,46
7778,1,60,No,5,2,37
7779,6,56,No,9,5,44
7780,8,95,No,5,2,90
7781,2,96,No,4,7,75
7782,9,88,No,9,6,84
7783,3,63,Yes,9,0,44
7784,8,97,Yes,5,1,91
7785,8,99,Yes,6,3,94
7786,3,89,Yes,5,4,69
7787,3,75,Yes,5,9,57
7788,6,70,Yes,7,3,55
7789,1,86,Yes,7,3,61
7790,4,73,No,4,8,54
7791,1,41,No,4,3,12
7792,3,81,No,6,3,62
7793,9,42,No,7,3,40
7794,5,69,No,8,1,57
7795,5,47,No,4,7,33
7796,4,91,Yes,4,3,71
7797,3,46,No,7,4,26
7798,5,51,No,7,7,39
7799,4,97,No,6,3,74
7800,8,58,Yes,7,4,56
7801,4,65,Yes,5,4,45
7802,8,67,Yes,9,5,61
7803,6,54,No,8,6,45
7804,5,53,No,9,2,43
7805,4,87,No,5,9,68
7806,4,98,Yes,5,2,79
7807,4,53,Yes,9,8,40
7808,9,42,No,5,0,37
7809,4,89,Yes,4,9,72
7810,9,68,No,9,7,67
7811,6,99,Yes,5,9,93
7812,7,93,Yes,4,2,85
7813,3,45,Yes,7,4,26
7814,8,88,No,8,2,84
7815,3,62,Yes,8,9,45
7816,1,67,No,5,0,41
7817,5,53,No,8,9,39
7818,2,53,No,4,4,28
7819,6,59,Yes,7,7,48
7820,9,52,Yes,5,4,46
7821,1,66,Yes,6,3,38
7822,4,99,No,9,8,87
7823,1,74,Yes,8,0,50
7824,1,84,Yes,8,4,63
7825,8,95,No,5,0,89
7826,2,41,No,9,5,19
7827,1,80,No,9,9,56
7828,8,84,Yes,8,8,82
7829,4,79,Yes,8,1,60
7830,3,87,No,6,3,67
7831,4,63,Yes,9,7,50
7832,5,68,No,4,2,52
7833,1,42,Yes,5,6,17
7834,1,84,No,5,6,61
7835,3,43,Yes,6,1,22
7836,6,89,No,6,9,79
7837,1,41,No,4,3,15
7838,2,59,No,7,0,34
7839,7,93,Yes,5,7,83
7840,1,92,Yes,9,9,71
7841,7,54,Yes,8,9,47
7842,4,88,No,4,8,70
7843,6,71,No,5,0,58
7844,8,81,No,9,6,74
7845,9,40,No,4,0,34
7846,6,77,No,7,0,66
7847,9,74,No,9,8,73
7848,4,90,No,5,9,72
7849,6,46,No,8,9,34
7850,8,84,No,9,5,80
7851,9,52,Yes,5,0,49
7852,3,88,No,4,6,69
7853,2,40,Yes,7,2,16
7854,6,53,No,9,9,46
7855,4,68,Yes,4,3,50
7856,1,97,No,4,3,67
7857,8,42,Yes,6,7,37
7858,9,85,No,4,0,78
7859,9,63,No,9,7,62
7860,2,40,No,7,8,18
7861,9,87,Yes,8,6,83
7862,7,49,No,6,0,42
7863,5,52,Yes,4,6,36
7864,7,75,Yes,9,5,64
7865,9,48,Yes,5,4,47
7866,8,53,Yes,6,4,48
7867,6,75,Yes,7,0,63
7868,4,49,No,5,5,31
7869,1,79,Yes,7,3,54
7870,6,62,Yes,5,0,46
7871,3,74,Yes,8,7,53
7872,6,94,Yes,7,7,86
7873,6,46,No,5,3,34
7874,4,81,No,7,6,66
7875,2,74,No,6,2,53
7876,9,41,Yes,7,7,32
7877,2,54,Yes,9,6,32
7878,3,48,Yes,7,4,26
7879,1,86,No,5,4,59
7880,7,56,Yes,7,8,45
7881,1,78,No,8,5,54
7882,9,91,Yes,4,5,89
7883,1,57,Yes,6,1,35
7884,5,54,No,9,4,40
7885,7,57,Yes,5,3,49
7886,3,63,No,7,9,46
7887,9,62,Yes,7,2,63
7888,8,51,No,7,8,43
7889,3,62,Yes,6,6,44
7890,5,60,Yes,9,3,48
7891,7,65,Yes,4,8,53
7892,4,47,Yes,8,8,32
7893,5,69,Yes,9,6,58
7894,3,73,No,8,4,50
7895,9,41,No,9,8,39
7896,9,44,Yes,5,6,41
7897,7,70,No,4,8,61
7898,2,72,No,4,2,49
7899,7,93,No,6,8,84
7900,7,43,No,9,0,32
7901,5,45,Yes,7,4,32
7902,9,62,No,4,1,60
7903,3,84,No,9,0,67
7904,4,58,Yes,7,2,46
7905,1,82,Yes,6,6,56
7906,6,84,Yes,9,2,74
7907,4,47,Yes,9,9,28
7908,1,78,Yes,5,9,52
7909,2,52,Yes,9,8,28
7910,3,40,Yes,5,2,18
7911,9,45,Yes,7,5,45
7912,8,46,No,7,1,41
7913,7,87,Yes,4,7,78
7914,4,66,No,6,9,48
7915,1,54,Yes,5,4,26
7916,8,91,Yes,4,1,86
7917,4,73,No,8,6,56
7918,3,97,Yes,4,2,77
7919,9,96,Yes,7,4,95
7920,4,62,No,8,8,47
7921,4,87,No,4,0,62
7922,9,88,No,9,1,87
7923,2,63,No,6,4,40
7924,5,54,No,5,3,35
7925,4,74,No,9,0,60
7926,9,43,Yes,8,6,41
7927,5,83,Yes,6,8,67
7928,9,76,Yes,4,0,70
7929,9,56,Yes,9,7,55
7930,2,70,Yes,7,8,54
7931,9,77,No,7,1,72
7932,3,49,No,6,0,26
7933,4,93,Yes,7,5,77
7934,1,89,No,5,6,67
7935,1,66,Yes,6,1,39
7936,1,81,No,6,4,54
7937,9,45,Yes,7,4,43
7938,8,95,Yes,6,6,89
7939,5,45,Yes,4,0,28
7940,5,91,No,8,9,80
7941,9,54,No,9,7,51
7942,3,43,Yes,8,4,23
7943,3,96,No,9,2,79
7944,7,87,Yes,7,8,77
7945,9,93,Yes,5,2,89
7946,6,95,No,5,6,80
7947,2,79,Yes,7,9,57
7948,1,46,Yes,7,6,20
7949,2,90,Yes,6,9,68
7950,1,97,No,5,7,71
7951,9,88,Yes,8,9,88
7952,8,92,Yes,7,7,85
7953,7,84,Yes,8,3,77
7954,3,86,Yes,9,0,66
7955,8,65,No,8,3,61
7956,2,97,Yes,5,5,74
7957,2,70,Yes,9,9,48
7958,3,41,No,8,5,18
7959,7,67,No,6,5,59
7960,1,81,No,6,6,55
7961,8,52,No,5,0,47
7962,7,57,No,6,9,52
7963,4,69,No,7,0,50
7964,5,94,Yes,9,6,77
7965,1,50,Yes,5,3,25
7966,4,52,No,9,5,35
7967,1,90,Yes,8,5,65
7968,1,63,No,7,8,40
7969,1,96,Yes,5,1,70
7970,7,68,No,8,3,61
7971,7,95,No,8,3,89
7972,4,93,Yes,8,6,77
7973,2,44,No,8,0,22
7974,3,74,Yes,8,4,55
7975,8,58,No,5,3,52
7976,8,94,No,6,1,88
7977,6,52,Yes,8,4,44
7978,9,44,No,7,8,39
7979,9,83,Yes,5,7,80
7980,4,53,Yes,4,8,35
7981,1,77,Yes,6,6,52
7982,1,61,Yes,7,9,34
7983,5,48,Yes,8,6,33
7984,2,88,No,5,1,64
7985,6,79,No,5,2,65
7986,7,65,Yes,8,9,55
7987,1,84,No,7,7,58
7988,6,44,Yes,5,1,29
7989,8,68,No,9,6,65
7990,5,93,Yes,6,5,80
7991,7,61,No,7,9,55
7992,6,88,Yes,8,3,78
7993,4,42,No,7,3,22
7994,7,67,Yes,9,2,53
7995,9,77,Yes,7,5,77
7996,7,53,No,4,2,41
7997,5,86,Yes,8,8,69
7998,7,53,Yes,6,3,47
7999,3,82,No,8,3,64
8000,2,50,No,4,1,28
8001,5,48,Yes,8,1,35
8002,4,77,Yes,8,6,63
8003,5,86,Yes,6,4,71
8004,8,83,Yes,4,2,78
8005,4,45,No,8,5,32
8006,9,40,Yes,9,5,40
8007,7,64,Yes,8,0,55
8008,7,55,No,5,2,42
8009,8,91,No,8,4,88
8010,6,54,Yes,6,6,43
8011,8,73,No,5,3,66
8012,3,56,No,9,7,33
8013,1,42,No,9,2,12
8014,6,42,Yes,9,5,32
8015,1,76,Yes,4,5,48
8016,9,56,Yes,9,8,56
8017,2,94,No,7,3,73
8018,2,88,Yes,6,6,65
8019,7,91,Yes,4,9,83
8020,2,77,Yes,5,0,53
8021,8,40,No,7,0,39
8022,6,46,Yes,4,1,32
8023,7,65,Yes,6,3,55
8024,7,86,Yes,5,5,76
8025,6,78,Yes,6,3,69
8026,9,58,No,6,5,54
8027,9,91,Yes,5,1,89
8028,7,93,Yes,9,8,87
8029,9,69,No,8,2,66
8030,3,82,No,6,6,65
8031,3,94,No,9,0,71
8032,1,53,No,5,7,27
8033,5,52,No,6,3,38
8034,4,59,Yes,8,4,43
8035,2,65,No,5,6,38
8036,9,66,No,4,2,59
8037,3,64,No,4,8,44
8038,8,48,Yes,9,8,39
8039,6,80,Yes,4,7,67
8040,5,87,Yes,7,0,70
8041,1,51,No,6,1,24
8042,4,49,Yes,6,1,31
8043,3,45,No,5,2,24
8044,1,89,No,7,1,61
8045,5,73,Yes,6,0,59
8046,6,98,Yes,5,4,87
8047,2,91,Yes,8,5,68
8048,3,80,No,6,6,62
8049,6,58,Yes,9,9,50
8050,4,45,Yes,6,6,27
8051,9,41,Yes,8,1,36
8052,5,54,Yes,8,6,43
8053,4,56,Yes,6,1,35
8054,2,55,No,8,1,29
8055,6,67,No,5,5,56
8056,2,60,Yes,6,5,41
8057,7,47,No,6,7,37
8058,3,49,No,4,4,26
8059,9,49,No,9,4,46
8060,5,89,Yes,6,9,75
8061,8,49,No,4,0,40
8062,6,48,Yes,8,3,36
8063,8,67,No,9,0,62
8064,3,63,Yes,9,9,47
8065,3,58,No,8,4,39
8066,5,72,No,5,7,57
8067,3,43,Yes,4,0,20
8068,8,95,Yes,6,2,87
8069,8,42,No,4,0,31
8070,2,81,Yes,8,5,57
8071,4,51,Yes,8,9,37
8072,1,57,Yes,5,0,29
8073,4,62,Yes,9,9,48
8074,4,59,No,9,2,41
8075,9,45,Yes,8,4,43
8076,3,92,No,4,4,70
8077,2,73,No,9,1,54
8078,9,81,Yes,6,2,77
8079,9,41,Yes,6,8,40
8080,1,69,Yes,4,0,39
8081,6,48,Yes,5,0,38
8082,8,66,No,6,1,61
8083,3,81,No,4,7,59
8084,9,73,Yes,4,5,68
8085,2,79,No,8,3,59
8086,6,63,Yes,9,6,55
8087,1,88,No,8,5,63
8088,7,56,No,9,8,47
8089,3,68,No,5,5,49
8090,7,75,Yes,5,1,64
8091,4,89,Yes,5,2,72
8092,9,51,No,4,8,46
8093,5,70,Yes,4,6,55
8094,3,88,Yes,8,5,73
8095,8,48,No,6,4,41
8096,6,58,Yes,9,2,50
8097,2,85,Yes,9,3,61
8098,3,85,No,5,0,60
8099,8,56,No,9,4,52
8100,7,41,No,7,6,31
8101,6,79,No,5,1,66
8102,1,44,Yes,9,7,16
8103,9,98,Yes,8,9,93
8104,3,78,No,9,5,59
8105,5,93,No,4,9,78
8106,7,87,Yes,8,2,79
8107,7,55,Yes,8,1,50
8108,3,56,Yes,8,7,38
8109,4,93,No,7,3,80
8110,7,66,No,7,6,58
8111,8,46,No,9,6,44
8112,2,91,No,5,9,70
8113,9,47,Yes,9,8,45
8114,7,47,No,9,9,40
8115,8,62,No,9,7,57
8116,6,71,Yes,4,7,61
8117,6,82,No,8,6,72
8118,9,86,Yes,6,9,83
8119,4,57,No,5,4,36
8120,5,77,Yes,5,8,61
8121,9,93,Yes,8,6,90
8122,1,51,Yes,5,2,22
8123,4,54,No,8,5,35
8124,7,67,No,5,2,59
8125,9,94,No,9,5,89
8126,6,77,No,4,7,66
8127,8,89,No,5,8,88
8128,9,95,No,5,1,91
8129,4,70,Yes,6,5,53
8130,1,91,No,4,2,64
8131,8,48,No,9,6,40
8132,2,47,Yes,4,3,24
8133,1,85,Yes,4,4,59
8134,7,58,No,5,9,49
8135,9,90,Yes,7,5,85
8136,9,47,No,5,7,47
8137,3,73,Yes,8,1,54
8138,6,96,No,6,3,82
8139,7,43,Yes,4,3,31
8140,9,70,Yes,8,5,67
8141,2,77,No,9,3,58
8142,8,42,No,8,4,36
8143,7,74,Yes,7,4,66
8144,4,58,Yes,4,7,39
8145,2,82,Yes,5,3,61
8146,8,68,Yes,4,5,64
8147,5,49,No,6,6,31
8148,6,51,Yes,4,7,39
8149,7,85,Yes,8,8,78
8150,1,69,No,,9,43
8151,8,69,No,5,7,62
8152,4,99,No,5,3,80
8153,9,57,No,5,3,51
8154,1,63,No,9,9,40
8155,2,71,No,6,4,48
8156,6,48,Yes,9,2,38
8157,1,86,Yes,9,1,61
8158,4,63,Yes,9,1,42
8159,8,65,No,4,8,57
8160,5,42,No,7,7,26
8161,9,62,Yes,4,5,58
8162,6,50,Yes,5,8,40
8163,1,49,No,6,4,26
8164,6,89,No,9,9,78
8165,6,75,Yes,4,0,62
8166,6,99,Yes,8,7,90
8167,8,52,Yes,9,2,50
8168,6,68,Yes,4,8,57
8169,5,77,Yes,8,0,62
8170,2,98,No,4,2,74
8171,4,92,Yes,4,0,74
8172,5,52,Yes,9,0,40
8173,4,96,No,4,5,81
8174,2,65,Yes,5,3,45
8175,7,59,No,8,9,50
8176,2,44,No,6,3,17
8177,1,59,Yes,7,4,31
8178,5,53,Yes,9,2,40
8179,1,84,No,8,1,61
8180,1,53,No,5,9,26
8181,1,47,No,8,7,20
8182,6,87,Yes,6,6,73
8183,9,52,Yes,9,9,55
8184,1,63,Yes,8,3,37
8185,5,54,Yes,5,1,35
8186,9,90,Yes,9,8,90
8187,9,40,No,5,7,36
8188,1,61,Yes,9,3,38
8189,8,73,Yes,7,4,65
8190,1,89,No,6,9,66
8191,8,90,Yes,7,5,88
8192,1,79,Yes,4,3,53
8193,5,42,Yes,5,1,27
8194,8,94,No,7,4,90
8195,6,65,No,5,0,50
8196,9,53,Yes,9,6,49
8197,1,97,Yes,5,8,71
8198,9,80,Yes,4,2,72
8199,1,47,No,5,5,21
8200,3,88,No,9,8,73
8201,1,94,Yes,9,3,68
8202,3,94,Yes,7,5,74
8203,2,95,Yes,6,2,72
8204,2,55,Yes,8,8,38
8205,9,81,No,7,6,78
8206,8,60,No,4,6,55
8207,1,49,Yes,8,3,24
8208,4,96,No,5,5,72
8209,1,64,No,7,7,38
8210,1,95,Yes,8,5,73
8211,4,77,Yes,7,5,60
8212,2,61,Yes,5,3,38
8213,3,88,Yes,9,7,74
8214,9,87,No,7,9,86
8215,2,86,Yes,4,7,62
8216,4,93,Yes,8,8,80
8217,1,85,Yes,8,5,62
8218,2,43,Yes,8,1,22
8219,5,43,No,7,3,28
8220,1,69,Yes,5,3,41
8221,7,41,Yes,7,7,34
8222,4,68,No,7,4,52
8223,6,82,Yes,9,3,71
8224,8,75,Yes,8,7,68
8225,6,60,Yes,5,2,47
8226,2,99,No,6,1,73
8227,1,60,Yes,5,3,33
8228,8,87,Yes,7,0,83
8229,8,60,Yes,4,0,48
8230,9,43,No,5,4,39
8231,6,40,Yes,8,0,29
8232,1,65,Yes,4,3,36
8233,9,95,Yes,6,7,94
8234,3,90,No,6,7,73
8235,6,41,No,4,1,28
8236,9,48,Yes,6,2,49
8237,3,94,Yes,4,2,73
8238,5,96,No,7,0,83
8239,5,84,Yes,4,2,73
8240,7,57,No,7,7,50
8241,4,87,No,8,5,74
8242,4,87,No,8,4,71
8243,7,96,Yes,6,9,92
8244,9,81,No,9,8,78
8245,4,80,No,9,6,64
8246,4,50,Yes,4,5,37
8247,6,64,Yes,7,4,49
8248,6,65,Yes,8,4,53
8249,7,97,No,8,9,95
8250,1,75,No,8,8,50
8251,3,81,Yes,6,9,62
8252,9,74,No,8,5,74
8253,6,77,Yes,9,3,70
8254,6,42,Yes,5,3,29
8255,5,98,Yes,6,3,81
8256,3,80,Yes,4,5,58
8257,5,74,Yes,5,0,57
8258,1,89,No,6,8,61
8259,3,79,No,6,1,56
8260,4,61,Yes,7,1,44
8261,5,47,No,5,4,30
8262,9,54,No,5,3,53
8263,4,84,Yes,9,2,67
8264,3,46,No,5,4,21
8265,1,58,No,8,6,35
8266,6,79,Yes,9,9,77
8267,7,81,No,8,1,72
8268,8,56,No,9,5,52
8269,1,40,No,4,3,15
8270,4,84,No,9,1,67
8271,5,68,No,4,0,55
8272,2,97,Yes,9,7,73
8273,1,52,Yes,4,4,25
8274,8,95,Yes,8,9,90
8275,6,87,Yes,9,1,74
8276,5,68,Yes,7,7,53
8277,9,80,No,9,2,79
8278,2,81,No,4,6,59
8279,8,45,Yes,6,1,40
8280,9,44,Yes,8,6,39
8281,1,73,Yes,7,3,49
8282,7,50,No,6,9,41
8283,8,48,No,6,0,39
8284,3,77,No,8,4,57
8285,4,79,No,9,3,66
8286,3,80,No,5,7,59
8287,7,48,No,7,0,40
8288,9,47,Yes,9,1,47
8289,3,83,No,8,4,65
8290,6,97,Yes,5,9,86
8291,8,79,Yes,8,9,75
8292,6,42,No,8,1,30
8293,2,52,No,6,0,26
8294,7,58,No,9,5,49
8295,2,73,No,8,9,52
8296,2,71,No,9,3,47
8297,2,88,No,5,4,64
8298,1,55,No,6,2,28
8299,1,75,No,5,9,48
8300,7,57,Yes,5,5,47
8301,5,53,Yes,6,3,37
8302,3,69,No,9,5,54
8303,1,41,Yes,5,4,18
8304,6,52,No,4,1,37
8305,1,66,Yes,9,3,41
8306,9,98,Yes,8,1,96
8307,2,92,No,6,4,69
8308,1,91,No,6,2,64
8309,7,56,No,9,5,48
8310,6,70,Yes,4,4,59
8311,6,54,Yes,4,1,39
8312,5,96,No,4,9,80
8313,4,59,Yes,4,7,38
8314,4,44,No,7,5,26
8315,3,46,Yes,6,8,27
8316,8,57,No,5,2,50
8317,7,95,Yes,6,3,89
8318,9,50,No,6,7,45
8319,1,71,No,6,6,42
8320,7,89,No,4,7,80
8321,4,66,Yes,4,8,48
8322,7,65,No,7,7,59
8323,1,76,Yes,9,7,53
8324,5,84,No,6,5,72
8325,3,67,No,8,1,46
8326,5,89,No,9,6,75
8327,4,41,Yes,7,3,25
8328,2,59,Yes,4,2,36
8329,4,43,Yes,6,3,24
8330,3,52,No,4,3,31
8331,1,63,Yes,9,2,39
8332,8,87,No,5,8,81
8333,5,77,No,4,2,63
8334,4,97,No,4,1,81
8335,5,79,No,7,0,63
8336,4,87,No,5,0,69
8337,3,84,Yes,9,4,66
8338,5,94,Yes,8,4,80
8339,4,68,No,8,8,52
8340,1,97,No,8,3,68
8341,3,75,Yes,6,4,57
8342,8,41,No,8,5,37
8343,7,80,No,6,9,68
8344,2,57,No,9,6,35
8345,1,88,No,9,8,65
8346,3,47,Yes,4,5,28
8347,5,97,No,8,0,82
8348,1,54,Yes,7,7,29
8349,3,80,Yes,9,1,62
8350,3,56,Yes,5,8,35
8351,5,62,Yes,5,6,51
8352,3,41,No,9,6,22
8353,9,45,No,4,9,42
8354,1,68,No,5,9,45
